UTC Timestamp Start,UTC Timestamp End,Channel,Title,Description,Duration (Mins),Date (Local),Time (Local)
2025-10-07T16:00:00+00:00,2025-10-07T16:30:00+00:00,Virgin Media One,Judge Judy,"Presided over by outspoken Judge Judith Sheindlin; with her no-nonsense, decisive approach to justice; she has established herself as a pop-culture icon for generations of viewers.",30,2025-10-07,5.00pm - 5.30pm
2025-10-07T16:30:00+00:00,2025-10-07T17:20:00+00:00,Virgin Media One,News at 5:30,The latest national and international news stories from the Virgin Media News team.,50,2025-10-07,5.30pm - 6.20pm
2025-10-07T17:20:00+00:00,2025-10-07T18:00:00+00:00,Virgin Media One,The Six O'Clock Show,"A lively mix of celebrity chat with national and international guests, fabulous food from the country’s top Chefs, expert advice and all the unmissable stories making the headlines.",40,2025-10-07,6.20pm - 7.00pm
2025-10-07T18:00:00+00:00,2025-10-07T18:30:00+00:00,Virgin Media One,News at 7,"The latest national and international news stories from the Virgin Media News team, followed by sport and weather.",30,2025-10-07,7.00pm - 7.30pm
2025-10-07T18:30:00+00:00,2025-10-07T19:00:00+00:00,Virgin Media One,Emmerdale,Charity has booked a secret termination. Chas tries to change Charity’s mind. Gabby and Vinny paper over the cracks.,30,2025-10-07,7.30pm - 8.00pm
2025-10-07T19:00:00+00:00,2025-10-07T20:00:00+00:00,Virgin Media One,"Rich House, Poor House",Two families are trading houses and budgets for a week. Will this social experiment make them reassess their own day-to-day lives and the value they have on money?,60,2025-10-07,8.00pm - 9.00pm
2025-10-07T20:00:00+00:00,2025-10-07T21:00:00+00:00,Virgin Media One,Trauma Room One,"We're in the operating theatres of the UK's busiest neurology and neurosurgery hospital, with some of the world's best surgeons as they fight to bring those on the edge, back to life.",60,2025-10-07,9.00pm - 10.00pm
2025-10-07T21:00:00+00:00,2025-10-07T22:00:00+00:00,Virgin Media One,The Tonight Show,Comment and analysis on the big stories of the day in Ireland and abroad with a panel of guests covering the key issues.,60,2025-10-07,10.00pm - 11.00pm
2025-10-07T22:00:00+00:00,2025-10-07T23:00:00+00:00,Virgin Media One,The 1% Club,"Hosted by Lee Mack, forget IQ, this is the gameshow that tests logic, brainpower and common sense.",60,2025-10-07,11.00pm - 12.00am
2025-10-07T22:10:00+00:00,2025-10-07T23:10:00+00:00,Virgin Media Two,The Graham Norton Show,Graham Norton gets up close and personal with various celebrities whilst focusing on different aspects of celebrity culture that attract his attention.,60,2025-10-07,11.10pm - 12.10am
2025-10-06T23:10:00+00:00,2025-10-07T00:05:00+00:00,Virgin Media Two,The Real Housewives of Dallas,Brandi hosts a funeral for a beloved Redmond; Mama Dee refuses to help D'Andra with the failing business; two of the ladies back out of Kameron's couples shower for LeeAnne; Kameron crashes ...,55,2025-10-07,12.10am - 1.05am
2025-10-07T00:05:00+00:00,2025-10-07T00:49:00+00:00,Virgin Media Two,The Real Housewives of Beverly Hills,Balancing their ever-evolving friendships with the demands of family life can be difficult while a string of shocking events proves living this large is more than meets the eye.,44,2025-10-07,1.05am - 1.49am
2025-10-07T05:15:00+00:00,2025-10-07T06:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,45,2025-10-07,6.15am - 7.00am
2025-10-07T06:00:00+00:00,2025-10-07T07:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-07,7.00am - 8.00am
2025-10-07T07:00:00+00:00,2025-10-07T08:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-07,8.00am - 9.00am
2025-10-07T08:00:00+00:00,2025-10-07T09:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-07,9.00am - 10.00am
2025-10-07T09:00:00+00:00,2025-10-07T10:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-07,10.00am - 11.00am
2025-10-07T10:00:00+00:00,2025-10-07T11:00:00+00:00,Virgin Media Two,The Chase Australia,"The Australian version of the quiz series where four contestants have to compete against a professional quizzer, known as the ""Chaser"", in order to win a cash prize.",60,2025-10-07,11.00am - 12.00pm
2025-10-07T11:00:00+00:00,2025-10-07T11:30:00+00:00,Virgin Media Two,Yorkshire Airport,"From maintenance staff to baggage handlers, the staff behind the scenes at Leeds Bradford Airport share their stories with the public who usually never get to meet them.",30,2025-10-07,12.00pm - 12.30pm
2025-10-07T11:30:00+00:00,2025-10-07T12:00:00+00:00,Virgin Media Two,Yorkshire Airport,"From maintenance staff to baggage handlers, the staff behind the scenes at Leeds Bradford Airport share their stories with the public who usually never get to meet them.",30,2025-10-07,12.30pm - 1.00pm
2025-10-07T12:00:00+00:00,2025-10-07T12:30:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-07,1.00pm - 1.30pm
2025-10-07T12:30:00+00:00,2025-10-07T13:00:00+00:00,Virgin Media Two,Back To Mine,Hopeful singletons hunt for a potential partner by rifling through their homes before they have even met to choose one to invite on a date.,30,2025-10-07,1.30pm - 2.00pm
2025-10-07T13:00:00+00:00,2025-10-07T14:00:00+00:00,Virgin Media Two,Yes Chef,"Actress Sheree Murphy presents the cookery competition in which top chefs work with three amateur cooks, selecting one to partner them in the weekly final.",60,2025-10-07,2.00pm - 3.00pm
2025-10-07T14:00:00+00:00,2025-10-07T15:00:00+00:00,Virgin Media Two,The Chase,"Four players answer trivia questions. Then as a team, face a quiz champion (The Chaser) to win thousands of pounds in a timed final quiz. Bradley Walsh hosts.",60,2025-10-07,3.00pm - 4.00pm
2025-10-07T15:00:00+00:00,2025-10-07T16:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-07,4.00pm - 5.00pm
2025-10-07T16:00:00+00:00,2025-10-07T17:00:00+00:00,Virgin Media Two,Tipping Point,Hit Quiz Series hosted by Ben Shepherd which sees four contestants do battle to win big cash prizes...,60,2025-10-07,5.00pm - 6.00pm
2025-10-07T17:00:00+00:00,2025-10-07T18:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-07,6.00pm - 7.00pm
2025-10-07T18:00:00+00:00,2025-10-07T19:00:00+00:00,Virgin Media Two,The Chase,"Huge global hit game show The Chase is the ultimate heart-racing, high-pressure quiz.",60,2025-10-07,7.00pm - 8.00pm
2025-10-07T19:00:00+00:00,2025-10-07T20:00:00+00:00,Virgin Media Two,The Celebrity Chase,"Celebrity series of The Chase. Contestants must pit their wits against the Chaser, a ruthless quiz genius determined to stop them winning the cash prize. Hosted by Bradley Walsh.",60,2025-10-07,8.00pm - 9.00pm
2025-10-07T20:00:00+00:00,2025-10-07T21:45:00+00:00,Virgin Media Two,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,105,2025-10-07,9.00pm - 10.45pm
2025-10-07T21:45:00+00:00,2025-10-07T22:40:00+00:00,Virgin Media Two,Million Dollar Listing New York,"The brokers face a declining real estate market as they adjust to exciting developments in their personal lives, from growing families to new relationships and more.",55,2025-10-07,10.45pm - 11.40pm
2025-10-07T22:40:00+00:00,2025-10-07T23:35:00+00:00,Virgin Media Two,Million Dollar Listing LA,Follow LA’s hottest and most aggressive real estate magnates in the making as they net a fortune selling multi-million dollar properties in the most exclusive neighbourhoods.,55,2025-10-07,11.40pm - 12.35am
2025-10-07T22:45:00+00:00,2025-10-08T00:15:00+00:00,Virgin Media Three,Bodyguard,"War veteran David Budd finds work as a police sergeant with London's Metropolitan Police Service, in the Royalty and Specialist Protection branch. (HD)",90,2025-10-07,11.45pm - 1.15am
2025-10-07T00:15:00+00:00,2025-10-07T00:45:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,30,2025-10-07,1.15am - 1.45am
2025-10-07T00:45:00+00:00,2025-10-07T01:12:00+00:00,Virgin Media Three,Schitt's Creek,A married couple suddenly go bankrupt and the only remaining asset they have is an ugly small town named Schitt's Creek.,27,2025-10-07,1.45am - 2.12am
2025-10-07T06:15:00+00:00,2025-10-07T07:10:00+00:00,Virgin Media Three,Heartbeat,"Zak and the Zeros (Mick, Phil, Dave) unload their gear outisde a Club. Reg Foster arrives with his daughters, Sylvia and Linda, the band's backing singers. Robinson receives a phone call from a l...",55,2025-10-07,7.15am - 8.10am
2025-10-07T07:10:00+00:00,2025-10-07T07:40:00+00:00,Virgin Media Three,My Unique B&B,"All around the country lie unique spaces, in beautiful places: campervans; sheds, attics; caravans even horseboxes!  They are unloved and unused... until now!",30,2025-10-07,8.10am - 8.40am
2025-10-07T07:40:00+00:00,2025-10-07T08:45:00+00:00,Virgin Media Three,Wycliffe,Detective Superintendent Wycliffe heads an investigating team of officers brought in to solve the most intriguing of murder cases and uncovers a web of deceit and lies.,65,2025-10-07,8.40am - 9.45am
2025-10-07T08:45:00+00:00,2025-10-07T09:45:00+00:00,Virgin Media Three,Storage Hoarders,It's time to say goodbye to the things with no value and turn forgotten collectibles into hard cash.,60,2025-10-07,9.45am - 10.45am
2025-10-07T09:45:00+00:00,2025-10-07T11:25:00+00:00,Virgin Media Three,Kavanagh QC,Kavanagh prosecutes a pornographer and advocates for a divorced man who kidnapped his son in a custody case.,100,2025-10-07,10.45am - 12.25pm
2025-10-07T11:25:00+00:00,2025-10-07T12:25:00+00:00,Virgin Media Three,Judge Rinder Crime Stories,"Judge Rinder rules the courtroom in his own hit series, but now the respected barrister with a background in criminal defence is stepping out from behind the bench to take on real-life cases. (HD)",60,2025-10-07,12.25pm - 1.25pm
2025-10-07T12:25:00+00:00,2025-10-07T13:25:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",60,2025-10-07,1.25pm - 2.25pm
2025-10-07T13:25:00+00:00,2025-10-07T14:25:00+00:00,Virgin Media Three,The Deal Makers,"The show follows the biggest characters from the world of pawn broking as they uncover the stories behind, and the prospective value of, the most amazing objects being bought, sold and loaned against....",60,2025-10-07,2.25pm - 3.25pm
2025-10-07T14:25:00+00:00,2025-10-07T14:55:00+00:00,Virgin Media Three,Emmerdale,Charity covertly chases up her paternity test results. Chas is stunned to hear Charity’s situation. April leaves home.,30,2025-10-07,3.25pm - 3.55pm
2025-10-07T14:55:00+00:00,2025-10-07T15:25:00+00:00,Virgin Media Three,Coronation Street,"Asha resorts to extreme measures to escape her mental struggles, Tim picks up a former girlfriend in his cab, and Todd berates Theo for doing a disappearing act.",30,2025-10-07,3.55pm - 4.25pm
2025-10-07T15:25:00+00:00,2025-10-07T15:55:00+00:00,Virgin Media Three,Coronation Street,"Asha resorts to extreme measures to escape her mental struggles, Tim picks up a former girlfriend in his cab, and Todd berates Theo for doing a disappearing act.",30,2025-10-07,4.25pm - 4.55pm
2025-10-07T15:55:00+00:00,2025-10-07T17:00:00+00:00,Virgin Media Three,The Royal,Harper gets a shock after Ken discovers his plans.  Mr. Rose takes drastic action on a patient with a brain haemorrhage.  And Sister Brigid performs a miracle.,65,2025-10-07,4.55pm - 6.00pm
2025-10-07T17:00:00+00:00,2025-10-07T18:55:00+00:00,Virgin Media Three,Murder In Provence,"With its pale Provençal stone, faded grey shutters and cafés spilling onto pavements, serving glasses of rosé as temperatures rise, Aix-en- Provence presents a blissful scene. But...",115,2025-10-07,6.00pm - 7.55pm
2025-10-07T18:55:00+00:00,2025-10-07T20:00:00+00:00,Virgin Media Three,Heartbeat,"Members of the local constabulary patrol the town of Ashfordly and the nearby village of Aidensfield in the North Riding of Yorkshire, keeping the peace whilst also dealing with local loveable rogues ...",65,2025-10-07,7.55pm - 9.00pm
2025-10-07T20:00:00+00:00,2025-10-07T21:55:00+00:00,Virgin Media Three,Vera,Detective Vera is obsessed with her work and fights her inner demons while solving cases with her trusted colleague Sergeant Joe.,115,2025-10-07,9.00pm - 10.55pm
2025-10-07T21:55:00+00:00,2025-10-07T22:25:00+00:00,Virgin Media Three,Emmerdale,Charity has booked a secret termination. Chas tries to change Charity’s mind. Gabby and Vinny paper over the cracks.,30,2025-10-07,10.55pm - 11.25pm
2025-10-07T22:25:00+00:00,2025-10-07T23:25:00+00:00,Virgin Media Three,Piste Noire,"Boris Arnoux, international ski champion and darling of the Clairies, returns to the village for the Christmas holidays after winning a Crystal Globe race. His wife organises a party at the Isba Hotel...",60,2025-10-07,11.25pm - 12.25am
2025-10-07T22:55:00+00:00,2025-10-08T00:15:00+00:00,Virgin Media Four,Love Island Games,Famous and favourite Islanders are about to play the game of love in a whole new way.,80,2025-10-07,11.55pm - 1.15am
2025-10-07T00:15:00+00:00,2025-10-07T02:59:00+00:00,Virgin Media Four,This Morning,"A mix of celebrity interviews, entertainment news, current affairs discussions, a look at sports competitions, health columns, cooking tips and tricks, and more.",164,2025-10-07,1.15am - 3.59am
2025-10-07T06:00:00+00:00,2025-10-07T06:50:00+00:00,Virgin Media Four,Wales v Ireland,"Ireland got the better of Wales in last year's Six Nations Championship, will history repeat itself in 2025 in Newport in round four?",50,2025-10-07,7.00am - 7.50am
2025-10-07T06:50:00+00:00,2025-10-07T07:50:00+00:00,Virgin Media Four,Best of Guinness Six Nations 2025: Scotland v Ireland,Ireland have won their last ten matches against Scotland will it be a different outcome this time around at Murrayfield for Gregor Townsend's side in round two of the Guiness Six Nations,60,2025-10-07,7.50am - 8.50am
2025-10-07T07:50:00+00:00,2025-10-07T08:50:00+00:00,Virgin Media Four,Loose Women,"Loose Women as they chat about news, issues and life in general.",60,2025-10-07,8.50am - 9.50am
